"name","region"
"Valea Tehomir","https://sws.geonames.org/665346/"
"Techirghiol","https://sws.geonames.org/665360/"
"Teaca","https://sws.geonames.org/665370/"
"Valea Tazlăului","https://sws.geonames.org/665372/"
"Tazlăul Sărat","https://sws.geonames.org/665373/"
"Tazlău","https://sws.geonames.org/665376/"
"Lacul Tătarul","https://sws.geonames.org/665428/"
"Ostrovul Tătaru","https://sws.geonames.org/665429/"
"Braţul Tătaru","https://sws.geonames.org/665431/"
"Valea Tătărănilor","https://sws.geonames.org/665453/"
"Lacul Tatanir","https://sws.geonames.org/665464/"
"Valea Tăşnad","https://sws.geonames.org/665467/"
"Lacul Taşaul","https://sws.geonames.org/665472/"
"Tăşad","https://sws.geonames.org/665475/"
"Tărlungul","https://sws.geonames.org/665495/"
"Tărâia","https://sws.geonames.org/665502/"
"Tărhăuş","https://sws.geonames.org/665507/"
"Munţii Ţarcu","https://sws.geonames.org/665513/"
"Munţii Tarcăului","https://sws.geonames.org/665518/"
"Tarcău","https://sws.geonames.org/665520/"
"Tărcăiţa","https://sws.geonames.org/665522/"
"Ţara Bârsei","https://sws.geonames.org/665529/"
"Tapia","https://sws.geonames.org/665532/"
"Talna","https://sws.geonames.org/665604/"
"Taiţa","https://sws.geonames.org/665616/"
"Taia","https://sws.geonames.org/665618/"
"Şuşiţa","https://sws.geonames.org/665674/"
"Şuşiţa","https://sws.geonames.org/665675/"
"Suşiţa","https://sws.geonames.org/665676/"
"Pârăul Susenilor","https://sws.geonames.org/665680/"
"Ţara de Sus","https://sws.geonames.org/665711/"
"Munţii Şurean","https://sws.geonames.org/665721/"
"Valea Suplac","https://sws.geonames.org/665763/"
"Sulţa","https://sws.geonames.org/665781/"
"Iazul Suliţei","https://sws.geonames.org/665785/"
"Grindul Sulina","https://sws.geonames.org/665788/"
"Suhodol","https://sws.geonames.org/665805/"
"Suha Mare","https://sws.geonames.org/665810/"
"Lacul Suhaia","https://sws.geonames.org/665811/"
"Valea Sueşti","https://sws.geonames.org/665821/"
"Suciul","https://sws.geonames.org/665838/"
"Suceviţa","https://sws.geonames.org/665844/"
"Valea Stupinei","https://sws.geonames.org/665888/"
"Studineţ","https://sws.geonames.org/665905/"
"Valea Studinei","https://sws.geonames.org/665906/"
"Valea Strâmbului","https://sws.geonames.org/665950/"
"Valea Strâmbului","https://sws.geonames.org/665951/"
"Valea Strâmbului","https://sws.geonames.org/665952/"
"Strâmbul","https://sws.geonames.org/665955/"
"Valea Strâmbei","https://sws.geonames.org/665963/"
"Valea Strâmbei","https://sws.geonames.org/665964/"
"Valea Strâmba","https://sws.geonames.org/665969/"
"Valea Strâmba","https://sws.geonames.org/665970/"
"Strâmba","https://sws.geonames.org/665972/"
"Strei","https://sws.geonames.org/665996/"
"Valea Strachina","https://sws.geonames.org/666024/"
"Lacul Strachina","https://sws.geonames.org/666025/"
"Valea Stolnei","https://sws.geonames.org/666040/"
"Munţii Stânişoarei","https://sws.geonames.org/666108/"
"Valea Stângăceaua","https://sws.geonames.org/666113/"
"Valea Stâncăşenilor","https://sws.geonames.org/666127/"
"Culmea Stigniţei","https://sws.geonames.org/666150/"
"Valea Stejerei","https://sws.geonames.org/666173/"
"Stejaru","https://sws.geonames.org/666178/"
"Şteia","https://sws.geonames.org/666207/"
"Culmea Ştefăneştilor","https://sws.geonames.org/666219/"
"Ştefăneşti","https://sws.geonames.org/666230/"
"Stavnic","https://sws.geonames.org/666256/"
"Valea Stăneasca","https://sws.geonames.org/666306/"
"Lacul Stancea","https://sws.geonames.org/666319/"
"Lacul Stanca","https://sws.geonames.org/666321/"
"Gura Stambulu Vechi","https://sws.geonames.org/666328/"
"Valea Sovata","https://sws.geonames.org/666394/"
"Valea Sovarnei","https://sws.geonames.org/666396/"
"Valea Şoroştin","https://sws.geonames.org/666417/"
"Gârla Şontea","https://sws.geonames.org/666441/"
"Şomuzu Mare","https://sws.geonames.org/666445/"
"Lacul Somova","https://sws.geonames.org/666448/"
"Gârla Somova","https://sws.geonames.org/666449/"
"Someşu Rece","https://sws.geonames.org/666456/"
"Someşu Mic","https://sws.geonames.org/666458/"
"Câmpia Someşului","https://sws.geonames.org/666459/"
"Someşul Mare","https://sws.geonames.org/666460/"
"Someşu Cald","https://sws.geonames.org/666463/"
"Someşu","https://sws.geonames.org/666465/"
"Soloneţ","https://sws.geonames.org/666487/"
"Valea Solona","https://sws.geonames.org/666490/"
"Solocma","https://sws.geonames.org/666495/"
"Sohodol","https://sws.geonames.org/666551/"
"Sohodol","https://sws.geonames.org/666552/"
"Valea Şoalei","https://sws.geonames.org/666602/"
"Snamăna","https://sws.geonames.org/666606/"
"Lake Snagov","https://sws.geonames.org/666609/"
"Braţul Smârda","https://sws.geonames.org/666630/"
"Slimnic","https://sws.geonames.org/666727/"
"Slava","https://sws.geonames.org/666741/"
"Slănic","https://sws.geonames.org/666771/"
"Slănic","https://sws.geonames.org/666772/"
"Slănic","https://sws.geonames.org/666773/"
"Slănic","https://sws.geonames.org/666774/"
"Lacul Siutghiol","https://sws.geonames.org/666782/"
"Valea Şirineasa","https://sws.geonames.org/666816/"
"Dealul Siretului","https://sws.geonames.org/666823/"
"Siret River","https://sws.geonames.org/666829/"
"Valea Sintar","https://sws.geonames.org/666924/"
"Lacul Sinoe","https://sws.geonames.org/666967/"
"Gura Sinoe","https://sws.geonames.org/666968/"
"Şinca","https://sws.geonames.org/667083/"
"Simila","https://sws.geonames.org/667113/"
"Valea Sâmburelui","https://sws.geonames.org/667124/"
"Valea Sâmbotin","https://sws.geonames.org/667129/"
"Pârăul Sâmbetei","https://sws.geonames.org/667133/"
"Valea Sâmbătei","https://sws.geonames.org/667136/"
"Muchea Sâmbătei","https://sws.geonames.org/667137/"
"Valea Siliştei","https://sws.geonames.org/667164/"
"Valea Siliştea","https://sws.geonames.org/667173/"
"Sihna","https://sws.geonames.org/667213/"
"Valea Sâgului","https://sws.geonames.org/667218/"
"Şieu","https://sws.geonames.org/667240/"
"Pârăul Siciului","https://sws.geonames.org/667253/"
"Vóras Óros","https://sws.geonames.org/787674/"
"Mali Krš","https://sws.geonames.org/788257/"
"Kóziouf","https://sws.geonames.org/789130/"
"Kopriva","https://sws.geonames.org/789299/"
"Kaïmaktsalán","https://sws.geonames.org/789696/"
"Yeléska Potamós","https://sws.geonames.org/789817/"
"Golubac","https://sws.geonames.org/790563/"
"Lake Doiran","https://sws.geonames.org/791400/"
"Čatal Češmi","https://sws.geonames.org/792032/"
"Blatec","https://sws.geonames.org/792555/"
"Baltan","https://sws.geonames.org/792958/"
"Orlov Vis","https://sws.geonames.org/838553/"
"Konjska Glava","https://sws.geonames.org/838573/"
"Golem Kozjak","https://sws.geonames.org/838607/"
"Strapčinja","https://sws.geonames.org/838945/"
"Cavado River","https://sws.geonames.org/2740944/"
"Rio Ave","https://sws.geonames.org/2742614/"
"Rio Alto","https://sws.geonames.org/2743025/"
"Monteagudo","https://sws.geonames.org/2743294/"
"Northern Sporades","https://sws.geonames.org/251155/"
"Zouríka Réma","https://sws.geonames.org/251168/"
"Zérvas Réma","https://sws.geonames.org/251229/"
"Stenó Zakýnthou","https://sws.geonames.org/251278/"
"Zagorítikos Potamós","https://sws.geonames.org/251291/"
"Yiftopótamos","https://sws.geonames.org/251320/"
"Geráneia Óri","https://sws.geonames.org/251401/"
"Xirrórema","https://sws.geonames.org/251469/"
"Vliha","https://sws.geonames.org/251479/"
"Xerólakkos Réma","https://sws.geonames.org/251563/"
"Xeriás Réma","https://sws.geonames.org/251569/"
"Vrénikos Potamós","https://sws.geonames.org/251662/"
"Vouraïkós Potamós","https://sws.geonames.org/251745/"
"Voúlgaris Potamós","https://sws.geonames.org/251776/"
"Voúlgara Réma","https://sws.geonames.org/251778/"
"Nisída Voliós","https://sws.geonames.org/251837/"
"Vergórrema","https://sws.geonames.org/252024/"
"Veltsístikos Potamós","https://sws.geonames.org/252046/"
"Velá Réma","https://sws.geonames.org/252079/"
"Váras Potamós","https://sws.geonames.org/252287/"
"Óri Váltou","https://sws.geonames.org/252314/"
"Tselechovítiko Réma","https://sws.geonames.org/252509/"
"Tsatsás Réma","https://sws.geonames.org/252515/"
"Flyntzáni","https://sws.geonames.org/252516/"
"Tsangariótiko Réma","https://sws.geonames.org/252531/"
"Ákra Tripití","https://sws.geonames.org/252614/"
"Díavlos Trikeríou","https://sws.geonames.org/252649/"
"Trágos Réma","https://sws.geonames.org/252740/"
"Nisís Trágos","https://sws.geonames.org/252742/"
"Touritsá Potamós","https://sws.geonames.org/252809/"
"Titarísios Potamós","https://sws.geonames.org/252842/"
"Týria Potamós","https://sws.geonames.org/252850/"
"Ákra Thími","https://sws.geonames.org/252929/"
"Thyamis River","https://sws.geonames.org/252934/"
"Tambákos Potamós","https://sws.geonames.org/253052/"
"Attica","https://sws.geonames.org/6692632/"
"Central Greece","https://sws.geonames.org/6697800/"
"Crete","https://sws.geonames.org/6697802/"
"Epirus","https://sws.geonames.org/6697804/"
"Ionian Islands","https://sws.geonames.org/6697805/"
"North Aegean","https://sws.geonames.org/6697806/"
"Peloponnese","https://sws.geonames.org/6697807/"
"South Aegean","https://sws.geonames.org/6697808/"
"Thessaly","https://sws.geonames.org/6697809/"
"West Greece","https://sws.geonames.org/6697810/"
"West Macedonia","https://sws.geonames.org/6697811/"
"District of Setúbal","https://sws.geonames.org/2262961/"
"Santarém","https://sws.geonames.org/2263478/"
"Portalegre","https://sws.geonames.org/2264507/"
"Lisbon","https://sws.geonames.org/2267056/"
"Leiria","https://sws.geonames.org/2267094/"
"Faro","https://sws.geonames.org/2268337/"
"Évora","https://sws.geonames.org/2268404/"
"Castelo Branco","https://sws.geonames.org/2269513/"
"Beja","https://sws.geonames.org/2270984/"
"Madeira","https://sws.geonames.org/2593105/"
"Coimbra","https://sws.geonames.org/2740636/"
"Bragança","https://sws.geonames.org/2742026/"
"Chaús Réma","https://sws.geonames.org/726281/"
"Struma River","https://sws.geonames.org/726701/"
"Profítis Ilías","https://sws.geonames.org/734460/"
"Prísso","https://sws.geonames.org/734469/"
"Prisékta Grédha","https://sws.geonames.org/734470/"
"Preslap","https://sws.geonames.org/734475/"
"Vrŭkh Preslap","https://sws.geonames.org/734476/"
"Prásinos Lófos","https://sws.geonames.org/734477/"
"Pramóritsa Potamós","https://sws.geonames.org/734483/"
"Potamoúli Réma","https://sws.geonames.org/734488/"
"Potamiá Réma","https://sws.geonames.org/734493/"
"Potamiá","https://sws.geonames.org/734494/"
"Póros Réma","https://sws.geonames.org/734503/"
"Platí Réma","https://sws.geonames.org/734569/"
"Platanórrema","https://sws.geonames.org/734580/"
"Platanórrema","https://sws.geonames.org/734581/"
"Platanórema","https://sws.geonames.org/734582/"
"Plakiá Lákkos","https://sws.geonames.org/734595/"
"Plákas Réma","https://sws.geonames.org/734596/"
"Pistiliápi Réma","https://sws.geonames.org/734609/"
"Piéria","https://sws.geonames.org/734650/"
"Koloura Canal","https://sws.geonames.org/734704/"
"Pátermos Réma","https://sws.geonames.org/734737/"
"Pasás","https://sws.geonames.org/734743/"
"Papadiás Réma","https://sws.geonames.org/734765/"
"Papá Alóni Réma","https://sws.geonames.org/734769/"
"Panaḯr Réma","https://sws.geonames.org/734784/"
"Paliómilon Réma","https://sws.geonames.org/734793/"
"Palaió Réma","https://sws.geonames.org/734807/"
"Óssoyio","https://sws.geonames.org/734855/"
"Ósovo Réma","https://sws.geonames.org/734857/"
"Osmán Béï Réma","https://sws.geonames.org/734858/"
"Órova Réma","https://sws.geonames.org/734862/"
"Ormán Réma","https://sws.geonames.org/734870/"
"Olúk Réma","https://sws.geonames.org/734889/"
"Negovánis Réma","https://sws.geonames.org/734974/"
"Murajík Réma","https://sws.geonames.org/735033/"
"Moúsgali Potamós","https://sws.geonames.org/735035/"
"Mouríki Réma","https://sws.geonames.org/735037/"
"Moúka","https://sws.geonames.org/735039/"
"Monastiríou Réma","https://sws.geonames.org/735056/"
"Mokrótis Réma","https://sws.geonames.org/735067/"
"Miríkhos Potamós","https://sws.geonames.org/735089/"
"Réma Mílon","https://sws.geonames.org/735095/"
"Mikrí Kípsa","https://sws.geonames.org/735138/"
"Mesopótamo","https://sws.geonames.org/735177/"
"Merópi Óros","https://sws.geonames.org/735210/"
"Ménsko Réma","https://sws.geonames.org/735213/"
"Megálo Réma","https://sws.geonames.org/735253/"
"Megálo Réma","https://sws.geonames.org/735254/"
"Megáli Vígla","https://sws.geonames.org/735262/"
"Mavronéri Potamós","https://sws.geonames.org/735286/"
"Matítsa Réma","https://sws.geonames.org/735305/"
"Marmará Potamós","https://sws.geonames.org/735313/"
"Mardhítsa Réma","https://sws.geonames.org/735323/"
"Mánou Rákhi","https://sws.geonames.org/735326/"
"Diavolórrema","https://sws.geonames.org/735330/"
"Mandrínia Réma","https://sws.geonames.org/735332/"
"Máltska Réma","https://sws.geonames.org/735340/"
"Mála Réka","https://sws.geonames.org/735343/"
"Makrokhoríou Réma","https://sws.geonames.org/735345/"
"Makedonía","https://sws.geonames.org/735355/"
"Loútza Potamós","https://sws.geonames.org/735362/"
"Loudías Potamós","https://sws.geonames.org/735373/"
"Livadhopótamos","https://sws.geonames.org/735384/"
"Lítza Réma","https://sws.geonames.org/735396/"
"Lítsite Réma","https://sws.geonames.org/735397/"
"Lioumitéïm Réma","https://sws.geonames.org/735409/"
"Peléka Potamós","https://sws.geonames.org/735440/"
"Lésnitsa Réma","https://sws.geonames.org/735456/"
"Lerínska Réma","https://sws.geonames.org/735458/"
"Kurú Réma","https://sws.geonames.org/735506/"
"Kurú Réma","https://sws.geonames.org/735507/"
"Kurú Potamós","https://sws.geonames.org/735508/"
"Kurú Cháï","https://sws.geonames.org/735509/"
"Kurú Cháï","https://sws.geonames.org/735510/"
"Kum Réma","https://sws.geonames.org/735512/"
"Kuchúk Alí Réma","https://sws.geonames.org/735513/"
"Krousovítis Potamós","https://sws.geonames.org/735517/"
"Krionéri Réma","https://sws.geonames.org/735535/"
"Krasopoúli Réma","https://sws.geonames.org/735551/"
"Koútsouro","https://sws.geonames.org/735568/"
"Potamós Koutsomília","https://sws.geonames.org/735570/"
"Kousloú Réma","https://sws.geonames.org/735573/"
"Koúndouros Réma","https://sws.geonames.org/735577/"
"Koukoumaníri Potamós","https://sws.geonames.org/735584/"
"Koúka","https://sws.geonames.org/735586/"
"Kotariá","https://sws.geonames.org/735596/"
"Kória","https://sws.geonames.org/735623/"
"Koré Réma","https://sws.geonames.org/735626/"
"Kopatsíno Réma","https://sws.geonames.org/735629/"
"Konák Réma","https://sws.geonames.org/735639/"
"Kojá Réma","https://sws.geonames.org/735668/"
"Kojá Réma","https://sws.geonames.org/735669/"
"Kojá Réma","https://sws.geonames.org/735670/"
"Kojá Potamós","https://sws.geonames.org/735671/"
"Kóblitsas Réma","https://sws.geonames.org/735680/"
"Kitrinonéri Réma","https://sws.geonames.org/735704/"
"Kiourtoná Réma","https://sws.geonames.org/735728/"
"Kholomón Potamós","https://sws.geonames.org/735773/"
"Kholiván Réma","https://sws.geonames.org/735774/"
"Chavrías Potamós","https://sws.geonames.org/735790/"
"Khávos Réma","https://sws.geonames.org/735791/"
"Khasáni Réma","https://sws.geonames.org/735793/"
"Kerásovou Réma","https://sws.geonames.org/735816/"
"Kelarína Réma","https://sws.geonames.org/735835/"
"Kefalóvriso Réma","https://sws.geonames.org/735838/"
"Kazanjí Deré","https://sws.geonames.org/735847/"
"Katí Réma","https://sws.geonames.org/735913/"
"Gulf of Cassandra","https://sws.geonames.org/735947/"
"Karlík Réma","https://sws.geonames.org/735957/"
"Karkatzáni Réma","https://sws.geonames.org/735958/"
"Kará Réma","https://sws.geonames.org/735986/"
"Kará Réma","https://sws.geonames.org/735987/"
"Kará Potamós","https://sws.geonames.org/735988/"
"Karamelík Réma","https://sws.geonames.org/735991/"
"Karajákoï Réma","https://sws.geonames.org/735995/"
"Karagóz Réma","https://sws.geonames.org/735996/"
"Karádhra Agalí","https://sws.geonames.org/735997/"
"Kará Burnú","https://sws.geonames.org/735999/"
"Kapsália Potamós","https://sws.geonames.org/736002/"
"Kapán Chalí Réma","https://sws.geonames.org/736009/"
"Kaloyírou Lákkos","https://sws.geonames.org/736018/"
"Irén Réma","https://sws.geonames.org/736104/"
"Kólpos Ierissoú","https://sws.geonames.org/736129/"
"Lákkos Hají","https://sws.geonames.org/736144/"
"Gusátsia Réma","https://sws.geonames.org/736145/"
"Greveniótikos Potamós","https://sws.geonames.org/736150/"
"Grátsina Potamós","https://sws.geonames.org/736153/"
"Réma Gratsaínis","https://sws.geonames.org/736154/"
"Gavólakkos","https://sws.geonames.org/736195/"
"Gallikós Potamós","https://sws.geonames.org/736198/"
"Galézova Réma","https://sws.geonames.org/736205/"
"Galésovo Réma","https://sws.geonames.org/736206/"
"Fundiják Réma","https://sws.geonames.org/736216/"
"Florínis Potamós","https://sws.geonames.org/736227/"
"Táfros Filíppon","https://sws.geonames.org/736249/"
"Filiourí Potamós","https://sws.geonames.org/736252/"
"Filalós Réma","https://sws.geonames.org/736253/"
"Farmáki","https://sws.geonames.org/736265/"
"Réma Exóvis","https://sws.geonames.org/736276/"
"Réma Eskí Kavállas","https://sws.geonames.org/736303/"
"Eskejé Réma","https://sws.geonames.org/736304/"
"Gulf of Enez","https://sws.geonames.org/736321/"
"Elmá Réma","https://sws.geonames.org/736325/"
"Eléska Réma","https://sws.geonames.org/736339/"
"Dúrvitsa Réma","https://sws.geonames.org/736358/"
"Dubaltí Réma","https://sws.geonames.org/736359/"
"Droumbánda","https://sws.geonames.org/736360/"
"Drístis Réma","https://sws.geonames.org/736361/"
"Drachísta Réma","https://sws.geonames.org/736365/"
"Dósnits Réma","https://sws.geonames.org/736369/"
"Dópra Réma","https://sws.geonames.org/736370/"
"Domúz Réma","https://sws.geonames.org/736371/"
"Domúz Réma","https://sws.geonames.org/736372/"
"Domúz Réma","https://sws.geonames.org/736373/"
"Táfros Dhoxátou","https://sws.geonames.org/736400/"
"Dhikála","https://sws.geonames.org/736444/"
"Dhiavolórema","https://sws.geonames.org/736448/"
"Dermén Réma","https://sws.geonames.org/736488/"
"Deréka Réma","https://sws.geonames.org/736490/"
"Dan Réma","https://sws.geonames.org/736495/"
"Dalbajiák Réma","https://sws.geonames.org/736497/"
"Dábara Réma","https://sws.geonames.org/736498/"
"Cholabú Réma","https://sws.geonames.org/736501/"
"Chirnáli Réma","https://sws.geonames.org/736502/"
"Chiribúk Réma","https://sws.geonames.org/736503/"
"Chinár Réma","https://sws.geonames.org/736504/"
"Chinár Réma","https://sws.geonames.org/736505/"
"Chikúr Réma","https://sws.geonames.org/736508/"
"Chervéna Réma","https://sws.geonames.org/736510/"
"Chernésnovo Réma","https://sws.geonames.org/736511/"
"Chernáki Réma","https://sws.geonames.org/736512/"
"Cherési Réma","https://sws.geonames.org/736513/"
"Chatál Réma","https://sws.geonames.org/736514/"
"Chamurlú Réma","https://sws.geonames.org/736515/"
"Cháï Réma","https://sws.geonames.org/736518/"
"Khímarros Brótska","https://sws.geonames.org/736521/"
"Boútkovas Potamós","https://sws.geonames.org/736528/"
"Boukloutzá Réma","https://sws.geonames.org/736529/"
"Boúfo Réma","https://sws.geonames.org/736531/"
"Bósovo","https://sws.geonames.org/736533/"
"Réma Bóltska","https://sws.geonames.org/736534/"
"Bogdána Réma","https://sws.geonames.org/736536/"
"Biziryén Réma","https://sws.geonames.org/736538/"
"Bistrítsa","https://sws.geonames.org/736540/"
"Bigalá","https://sws.geonames.org/736541/"
"Bezeryén Réma","https://sws.geonames.org/736542/"
"Bélla Padhína","https://sws.geonames.org/736544/"
"Bélivo Réma","https://sws.geonames.org/736545/"
"Belítsa Réma","https://sws.geonames.org/736546/"
"Belítsa Potamós","https://sws.geonames.org/736547/"
"Belo Grotlo","https://sws.geonames.org/736549/"
"Bagiáltzas Réma","https://sws.geonames.org/736551/"
"Baták Réma","https://sws.geonames.org/736555/"
"Baroúkas Réma","https://sws.geonames.org/736557/"
"Melisórema","https://sws.geonames.org/736560/"
"Balatzá Réma","https://sws.geonames.org/736564/"
"Balabán Réma","https://sws.geonames.org/736565/"
"Bákovon Réma","https://sws.geonames.org/736568/"
"Bába","https://sws.geonames.org/736569/"
"Khímarros Ayíou Ioánnou","https://sws.geonames.org/736574/"
"Ayías Varváras Réma","https://sws.geonames.org/736639/"
"Táfros Ayías Varváras","https://sws.geonames.org/736640/"
"Atarenska","https://sws.geonames.org/736683/"
"Aspropótamos","https://sws.geonames.org/736699/"
"Aspropótamos","https://sws.geonames.org/736700/"
"Áspri Pétra","https://sws.geonames.org/736709/"
"Asmáti Kápa Réma","https://sws.geonames.org/736713/"
"Asmák Réma","https://sws.geonames.org/736714/"
"Asmáki Réma","https://sws.geonames.org/736715/"
"Arnítsi Réma","https://sws.geonames.org/736730/"
"Nisída Arníssis","https://sws.geonames.org/736731/"
"Arkoudórema","https://sws.geonames.org/736738/"
"Arénes","https://sws.geonames.org/736757/"
"Ardinska Planina","https://sws.geonames.org/736758/"
"Angítis Potamós","https://sws.geonames.org/736836/"
"Ammoudhopótamos","https://sws.geonames.org/736873/"
"Amigdhaliótikos Lákkos","https://sws.geonames.org/736884/"
"Limín Amfipóleos","https://sws.geonames.org/736894/"
"Ambelórrema","https://sws.geonames.org/736896/"
"Ambélia Réma","https://sws.geonames.org/736901/"
"Alloúï Réma","https://sws.geonames.org/736919/"
"Aliákmonas Potamós","https://sws.geonames.org/736927/"
"Alevítsa","https://sws.geonames.org/736931/"
"Akmár Réma","https://sws.geonames.org/736948/"
"Ák Kayá Réma","https://sws.geonames.org/736949/"
"Ahlát Réma","https://sws.geonames.org/736972/"
"Adá Réma","https://sws.geonames.org/737005/"
"Adá Réma","https://sws.geonames.org/737006/"
"Guarda","https://sws.geonames.org/2738782/"
"North Channel","https://sws.geonames.org/2463619/"
"Órmos Garítsa","https://sws.geonames.org/2463722/"
"Ribeira de Cuncos","https://sws.geonames.org/2518939/"
"Ribera de Chanza","https://sws.geonames.org/2519568/"
"Golfo de Cádiz","https://sws.geonames.org/2520598/"
"Azores","https://sws.geonames.org/3411865/"
"Viseu","https://sws.geonames.org/2732264/"
"Vila Real","https://sws.geonames.org/2732437/"
"Viana do Castelo","https://sws.geonames.org/2732772/"
"Ribeira dos Tourões","https://sws.geonames.org/2733448/"
"Porto","https://sws.geonames.org/2735941/"
"Sierra de Casica","https://sws.geonames.org/2737292/"
"Sierra de la Gamoneda","https://sws.geonames.org/2737415/"
"Río de la Montaña","https://sws.geonames.org/2737501/"
"Arroyo Abeigas","https://sws.geonames.org/2737704/"
"Sierra de Larouca","https://sws.geonames.org/2738383/"
"Sistema Central","https://sws.geonames.org/2738722/"
"Ribeira de Guadramil","https://sws.geonames.org/2738788/"
"Rego do Estrumal","https://sws.geonames.org/2739803/"
"Sierra de Escusaña","https://sws.geonames.org/2739921/"
"Sierra de Esculqueira","https://sws.geonames.org/2739926/"
"Braga","https://sws.geonames.org/2742031/"
"Aveiro","https://sws.geonames.org/2742610/"
"Ribeira do Inferno","https://sws.geonames.org/3120379/"
"Protomagiás Réma","https://sws.geonames.org/862572/"
"Megálo Réma","https://sws.geonames.org/862582/"
"Ribeira da Nave de Haver","https://sws.geonames.org/3109038/"
"Rio Salas","https://sws.geonames.org/3111100/"
"Rio de Porto do Rei","https://sws.geonames.org/3113092/"
"Ribeira de Fezes","https://sws.geonames.org/3113832/"
"Rio Trancoso","https://sws.geonames.org/3128674/"
"Rio Assureira","https://sws.geonames.org/3129044/"
"Rio Assureira","https://sws.geonames.org/3129045/"
"Cyclades Islands, Naxos Airport","https://sws.geonames.org/6299502/"
"Goylia","https://sws.geonames.org/6324525/"
"Foyskolagada","https://sws.geonames.org/6324526/"
"Nymfopetres","https://sws.geonames.org/6324536/"
"Hovolio","https://sws.geonames.org/6255060/"
"Kresten Palace","https://sws.geonames.org/6472258/"
"Best Western Hotel Rozos","https://sws.geonames.org/6507816/"
"Aghios Nikolaos ferry terminal","https://sws.geonames.org/7911232/"
"Sitia ferry terminal","https://sws.geonames.org/7911233/"
"Santorini ferry terminal","https://sws.geonames.org/7911234/"
"Ios ferry terminal","https://sws.geonames.org/7911235/"
"Sikinos ferry terminal","https://sws.geonames.org/7911236/"
"Folegandrois ferry terminal","https://sws.geonames.org/7911237/"
"Milos ferry terminal","https://sws.geonames.org/7911238/"
"Donoussa ferry terminal","https://sws.geonames.org/7911241/"
"Anafi ferry terminal","https://sws.geonames.org/7911242/"
"Sifnos ferry terminal","https://sws.geonames.org/7911243/"
"Serifos ferry terminal","https://sws.geonames.org/7911244/"
"Antiparos ferry terminal","https://sws.geonames.org/7911245/"
"Egiali ferry terminal","https://sws.geonames.org/7911249/"
"Tilos ferry terminal","https://sws.geonames.org/7911252/"
"Rhodos ferry terminal","https://sws.geonames.org/7911253/"
"Mykonos ferry terminal","https://sws.geonames.org/7911256/"
"Ermoupoli ferry terminal","https://sws.geonames.org/7911257/"
"Andros ferry terminal","https://sws.geonames.org/7911258/"
"Karpathos ferry terminal","https://sws.geonames.org/7911259/"
"Greek Islands","https://sws.geonames.org/8133598/"
"Čučulen","https://sws.geonames.org/8427873/"
"Electra Palace Hotel","https://sws.geonames.org/6481572/"
"Contiki Mykonos Resort for 18-35s","https://sws.geonames.org/6494405/"
"Pylea Beach Hotel","https://sws.geonames.org/6496845/"
"Hotel Argo","https://sws.geonames.org/6497415/"
"Blue Horizon Hotel","https://sws.geonames.org/6497917/"
"Pilion","https://sws.geonames.org/6692223/"
"Cycladen","https://sws.geonames.org/6692649/"
"Sporaden","https://sws.geonames.org/6692650/"
"Paraga","https://sws.geonames.org/6692719/"
"Οδός λιθαγωγίας","https://sws.geonames.org/6693188/"
"Akra Aloniki","https://sws.geonames.org/6697050/"
"FLEGGA DRAGONLAKES PERIVOLI","https://sws.geonames.org/6697242/"
"ΠΕΡΙΟΧΗ  ΠΕΡΙΒΟΛΙΟΥ","https://sws.geonames.org/6697244/"
"ΑΡΚΟΥΔΟΡΕΜΑ- ΠΡΙΟΝΙΑ-ΠΕΡΙΒΟΛΙ","https://sws.geonames.org/6697245/"
"ΠΥΡΗΝΑΣ VALIA CALDA  PERIVOLI","https://sws.geonames.org/6697246/"
"REGION  ΠΕΡΙΒΟΛΙ","https://sws.geonames.org/6697248/"
"KAENIQ","https://sws.geonames.org/6697250/"
"ΑΣΠΡΟΠΟΤΑΜΟΣ  ΑΡΟΥΟΥ ΑΛΜΠΟΥ  ΠΕΡΙΒΟΛΙ","https://sws.geonames.org/6697252/"
"ΤΙΖΑ","https://sws.geonames.org/6697253/"
"BAITANI PERIVOLI","https://sws.geonames.org/6697254/"
"Psaroharako","https://sws.geonames.org/6697432/"
"Cape Peristergionas","https://sws.geonames.org/6697445/"
"Agios Prodromos","https://sws.geonames.org/7646356/"
"Mala Jaka","https://sws.geonames.org/8427706/"
"Tsonia","https://sws.geonames.org/6941719/"
"Olympus National Park","https://sws.geonames.org/6941814/"
"Marina of Aretsou (boat harbour)","https://sws.geonames.org/6942435/"
"Kolympitres","https://sws.geonames.org/6942765/"
"museum for ships Trokadero Marina","https://sws.geonames.org/6947716/"
"fair Athens","https://sws.geonames.org/6947717/"
"Mandraki Marina","https://sws.geonames.org/7302598/"
"Little Venice","https://sws.geonames.org/7536004/"
"Minsko Pole","https://sws.geonames.org/8373332/"
"Chortarolimni","https://sws.geonames.org/7839866/"
"Lake Chimaditida","https://sws.geonames.org/7839879/"
"Lake Vegoritida","https://sws.geonames.org/7839881/"
"Mornos","https://sws.geonames.org/7839883/"
"Coast of Algarve","https://sws.geonames.org/10227214/"
"Costa Estoril","https://sws.geonames.org/10227215/"
"Prestan","https://sws.geonames.org/10651821/"
"Apokentroméni Dioíkisi Attikís","https://sws.geonames.org/8200474/"
